"","country","name","pvalue","x.l1","x.l2","x.l3"
"117","DE","SE.SEC.ENRR.FE",0.146545458903459,-0.0101815787119266,0.00748407397857689,NA
"118","DK","SE.SEC.ENRR.FE",0.231969197320915,-0.00135346632142013,0.00265974712344665,0.000288796993050633
"119","ES","SE.SEC.ENRR.FE",0.0923089991071428,0.000572870687905481,-0.00508502444457855,0.00331519348289653
"120","FI","SE.SEC.ENRR.FE",0.265299573749301,-0.00068198534601104,-0.000146960564555935,-5.04887895077332e-05
"121","FR","SE.SEC.ENRR.FE",0.00382240479388126,-0.000501429529547851,-0.010514946175558,0.0112680323110329
"122","GB","SE.SEC.ENRR.FE",0.536121849469259,0.000372830858598378,-8.21078610557939e-05,-0.000813876961340309
"123","GR","SE.SEC.ENRR.FE",0.114532478270376,-0.00503651914555682,0.00307285452127631,-0.000375519937193544
"124","IE","SE.SEC.ENRR.FE",0.868589426613609,-0.000605343380228469,0.000922571496469398,-0.00120111856706773
"125","IT","SE.SEC.ENRR.FE",0.504932638181696,0.00148089834887349,0.00542060341451636,-0.0064087689774801
"126","JP","SE.SEC.ENRR.FE",0.358641075949205,-0.013451600789941,0.0087676988827821,-0.000248739036748248
"127","LU","SE.SEC.ENRR.FE",0.131120564298846,-0.00400355009371833,-0.00146035548863291,0.00479547882516788
"128","NL","SE.SEC.ENRR.FE",0.0522502735024109,-0.00263102729619447,0.00114907076639314,0.00166692160473794
"129","NO","SE.SEC.ENRR.FE",0.975872856786672,-0.000468822627655485,-0.000200128327415961,0.000419730020655275
"130","PT","SE.SEC.ENRR.FE",0.736453045077146,-0.000971712332538966,0.00155260262398118,-0.00013839706849346
"131","SE","SE.SEC.ENRR.FE",0.229692006183621,0.000489694195075565,-0.00158260141823964,0.000950369113215803
"132","TR","SE.SEC.ENRR.FE",0.927170778222843,0.00165153350280175,-0.00290685849097386,0.00182145952789293
"133","US","SE.SEC.ENRR.FE",0.313795313971843,-0.00185879006384632,0.00404384863981287,-0.00222132653237163
"134","MX","SE.SEC.ENRR.FE",0.661856809350825,-0.000751405379962635,0.000392281094183216,0.000384761367995465
"135","CL","SE.SEC.ENRR.FE",0.5222460919472,-0.000417029133980424,0.000161235390873037,-7.24972167163631e-05
"136","CZ","SE.SEC.ENRR.FE",0.270158760100187,0.00246311013954402,-0.000502278973667491,0.00100553783438103
"137","IS","SE.SEC.ENRR.FE",0.429569490452002,-0.00105141020705002,0.000717441436286398,-0.00233157413639441
"138","KR","SE.SEC.ENRR.FE",0.200218725935833,-0.00319097431460092,-0.00165764108393809,-0.00429213690321741
"139","PL","SE.SEC.ENRR.FE",0.560409192004513,0.000804437077523852,-0.00611071186062759,0.00377701087201662
"140","CR","SE.SEC.ENRR.FE",0.0707727754840811,-0.000215305840083566,0.00086020315478287,-0.000325240213367223
"141","IL","SE.SEC.ENRR.FE",0.7621450122766,0.00853906258617474,-0.00765401064524122,-0.000409632639751704
"142","LV","SE.SEC.ENRR.FE",0.0194001451160009,0.0125079870571876,-0.00131790145876979,-0.0019198211803413
"143","SK","SE.SEC.ENRR.FE",0.60462112748991,0.00460256129304824,-0.00260950684517275,0.0053691372511043
"144","LT","SE.SEC.ENRR.FE",0.216254319841759,0.00557672106806641,0.00325252070117707,-0.00496274612132445
"145","SI","SE.SEC.ENRR.FE",0.273118247933011,0.00341995238939756,-0.00549134772507638,0.00336510545493501
"146","EE","SE.SEC.ENRR.FE",0.252524093268182,0.00498516665915205,0.000312470160337686,-0.00606545380822592
"147","HU","SE.SEC.ENRR.FE",0.340125504278577,-0.00239701649182311,-0.00469637225211494,0.00290427784124052
"148","CO","SE.SEC.ENRR.FE",0.943880615517582,-0.00011662054300791,0.000314858458583412,-0.00034011913044493
"149","AT","SI.POV.GINI",0.447539650674396,0.00925021975476469,-0.00158803416381983,-0.00704439703948163
"150","AU","SI.POV.GINI",0.771526841820152,0.0293681486023678,-0.0251202204825209,-0.00682720025133008
"151","BE","SI.POV.GINI",0.171764240072878,0.00740905069089369,-0.0113201424409495,0.00880066752743144
"152","CA","SI.POV.GINI",0.18841476274313,-0.00896862699902675,-0.0150079227291527,0.0229284234706732
"153","CH","SI.POV.GINI",0.80574296423032,-0.00354337331091955,0.00644193111169295,0.00145743674783639
"154","DE","SI.POV.GINI",0.69588368436181,-0.00300391111544482,0.00700855877721335,0.00473680389813105
"155","DK","SI.POV.GINI",0.71033876560889,0.0111925546568402,-0.0185131660531722,0.00417101511669548
"156","ES","SI.POV.GINI",0.912068179932591,0.00091847855455165,-0.00612612162398564,0.00306951276978098
"157","FI","SI.POV.GINI",0.754833237787037,0.00435594822798018,0.0118449181816059,-0.013921349946782
"158","FR","SI.POV.GINI",0.465457705502065,-0.00190306752184696,0.00247885968224907,-0.00585866434657494
"159","GB","SI.POV.GINI",0.21102506199566,-0.00931428151220288,0.000958759235763084,0.00488984942243422
"160","GR","SI.POV.GINI",0.558622237792171,-0.00540438425405373,0.0189649744517742,-0.0177468833802472
"161","IE","SI.POV.GINI",0.872053645051022,-0.00923855025023796,0.0077966292300232,0.00172364910148564
"162","IT","SI.POV.GINI",0.176361047062184,-0.0105906282107972,0.00847599482963049,0.00529063088436604
"163","JP","SI.POV.GINI",0.903923565122026,-0.0775334488321501,0.0142361456560789,-0.0293646556166187
"164","LU","SI.POV.GINI",0.00316478640103832,-0.00492344390833406,-0.000418496124597058,-0.0141032301288312
"165","NL","SI.POV.GINI",0.900955083646467,-0.00398443625115506,0.00402711395972325,NA
"166","NO","SI.POV.GINI",0.982118397561878,0.000156262174694664,-0.00282371604765563,0.00186641787958065
"167","PT","SI.POV.GINI",0.0451903107824288,-0.0475805064634941,0.0284218488827769,0.0141131533345398
"168","SE","SI.POV.GINI",0.799640102404412,-0.0050744561813096,0.0133738345898735,-0.00602180965665867
"169","TR","SI.POV.GINI",0.510714409946972,-0.016970755583945,0.00874293732856959,-0.0122236813720864
"170","US","SI.POV.GINI",0.871692268868779,0.00170872014206155,-0.00335530035554035,-0.000639425003014868
"171","MX","SI.POV.GINI",0.755551022327861,-0.000927376368715133,0.000554827180241866,NA
"172","CL","SI.POV.GINI",0.0249819302994081,0.00482082889947494,-0.000634778360999245,7.88621962969e-06
"173","CZ","SI.POV.GINI",6.7711519104694e-05,-0.0186318191645591,0.0332618271517693,NA
"174","IS","SI.POV.GINI",0.167705112148141,0.0306502966716993,0.00419120847516412,-0.00358395650275031
"175","KR","SI.POV.GINI",0.049407425114628,-0.15083044715334,0.2480806838216,NA
"176","PL","SI.POV.GINI",0.402519306029559,-0.013707530993907,0.000748817886772911,NA
"177","CR","SI.POV.GINI",0.060868170186993,-0.00141716721424015,0.00185282090523303,NA
"178","IL","SI.POV.GINI",0.383256725199052,-0.0122525675260062,0.00858614142361793,0.00856997507309664
"179","LV","SI.POV.GINI",0.30029432267326,-0.0282997009554318,-0.0215635382328847,-0.00284715332058469
"180","SK","SI.POV.GINI",0.459738708564839,-0.0065481119376782,-0.0207205496657368,-0.00304610397303629
"181","LT","SI.POV.GINI",0.298744183834147,-0.00422677052711131,0.00258336848680174,-0.0141655998339715
"182","SI","SI.POV.GINI",0.851819739034697,-0.0254745194216309,0.022526400486346,-0.00273153274015738
"183","EE","SI.POV.GINI",0.905099084400444,-0.00247620063935656,0.0104482018838065,-0.00946171914450249
"184","HU","SI.POV.GINI",0.121043388294747,0.0243180143527212,0.00506163618286811,0.00850815495553741
"185","CO","SI.POV.GINI",0.0456825100771729,0.00257063506706735,0.00244271813061907,-0.00331084598284088
"186","AT","SL.UEM.TOTL.FE.NE.ZS",0.127278877939135,-0.0172292257625665,-5.50176991770441e-06,0.00547771469386078
"187","AU","SL.UEM.TOTL.FE.NE.ZS",0.349429960362033,-0.0188467399094371,0.0326599680248103,-0.0150508088708312
"188","BE","SL.UEM.TOTL.FE.NE.ZS",0.553710547724715,0.00104108526942483,-0.000253596920417083,-0.00278184273691553
"189","CA","SL.UEM.TOTL.FE.NE.ZS",0.639734178474808,-0.00741095361839276,0.00749019590619901,-0.000823940764258144
"190","CH","SL.UEM.TOTL.FE.NE.ZS",0.461821115730092,-0.00558388524922043,0.00712769844223851,-0.00576848953825539
"191","DE","SL.UEM.TOTL.FE.NE.ZS",0.559651687730421,-0.0074999364912709,0.0021793574662154,NA
"192","DK","SL.UEM.TOTL.FE.NE.ZS",0.454229111954852,0.00118410830832009,-0.00999969296441879,0.0124110850324746
"193","ES","SL.UEM.TOTL.FE.NE.ZS",0.330662309211995,-0.00547753202546184,0.0075480503876647,-0.00254733209911395
"194","FI","SL.UEM.TOTL.FE.NE.ZS",0.987095178007987,-0.00173320943665404,0.00109007374880615,0.000524758079469894
"195","FR","SL.UEM.TOTL.FE.NE.ZS",0.0863275062849742,-0.00689057058001061,-0.00460938095703553,-0.000302416660702596
"196","GB","SL.UEM.TOTL.FE.NE.ZS",0.426486790658778,-0.00317422442440576,0.0158487196947974,-0.0130514509487457
"197","GR","SL.UEM.TOTL.FE.NE.ZS",0.346079622169777,-0.00559220292206744,0.00688361914666575,-0.000997505138606678
"198","IE","SL.UEM.TOTL.FE.NE.ZS",0.410664736377856,-0.000932948511291936,-0.00142057437110135,-0.000898479091983788
"199","IT","SL.UEM.TOTL.FE.NE.ZS",0.823706435869772,0.00357392619386521,-0.00478151276200903,0.000291417941959069
"200","JP","SL.UEM.TOTL.FE.NE.ZS",0.903746408402251,-0.00644645962715958,-0.0295972755842138,0.0347398524033963
"201","LU","SL.UEM.TOTL.FE.NE.ZS",0.0311684910344225,-0.00521558741323282,-0.0132352278952783,NA
"202","NL","SL.UEM.TOTL.FE.NE.ZS",0.544941481402494,-0.00302007089981488,-0.00201171391111403,0.00246356695557163
"203","NO","SL.UEM.TOTL.FE.NE.ZS",0.197698324125425,0.0121077461023941,-0.0288706845798703,0.0212546186309013
"204","PT","SL.UEM.TOTL.FE.NE.ZS",0.13411797549094,-0.0173411095090684,0.0220306448148892,-0.00547005131174477
"205","SE","SL.UEM.TOTL.FE.NE.ZS",0.722584110573731,-0.00471980637042125,0.00271226636794529,NA
"206","TR","SL.UEM.TOTL.FE.NE.ZS",0.978726156243863,-0.000698992323837012,0.000148080502242977,NA
"207","US","SL.UEM.TOTL.FE.NE.ZS",0.0308638337594864,-0.0199624025776901,0.0204895260987226,NA
"208","MX","SL.UEM.TOTL.FE.NE.ZS",0.739261289222684,0.00157089471303229,-0.00175690083154503,0.00100088900835812
"209","CL","SL.UEM.TOTL.FE.NE.ZS",0.108867876894573,-6.86644944473859e-05,0.000855484030516974,0.000348051815040016
"210","CZ","SL.UEM.TOTL.FE.NE.ZS",0.260774215318184,-0.0121767191994084,0.0090229535038896,0.00572542366194116
"211","IS","SL.UEM.TOTL.FE.NE.ZS",0.0519444300258127,-0.0150855112500253,-0.0238325390433844,-0.000938000468123162
"212","KR","SL.UEM.TOTL.FE.NE.ZS",0.0423774854801422,-0.0480918926141669,0.0588188147785893,-0.0745845191792584
"213","PL","SL.UEM.TOTL.FE.NE.ZS",0.00225604335011888,-0.00873325557697012,-0.00303048436743817,0.00979766155537375
"214","CR","SL.UEM.TOTL.FE.NE.ZS",0.570375456895086,-0.000180130934045559,-0.000187836787936632,-0.00153662490721491
"215","IL","SL.UEM.TOTL.FE.NE.ZS",0.313686241836044,-0.00464781561108011,0.00319330084496292,-0.00480925321760519
"216","LV","SL.UEM.TOTL.FE.NE.ZS",0.0179326409620942,-0.0133181100349173,0.0180866114484415,0.00691742966628467
"217","SK","SL.UEM.TOTL.FE.NE.ZS",0.10326626878737,-0.0112754623190939,-0.00204805277211922,0.00498704890280623
"218","LT","SL.UEM.TOTL.FE.NE.ZS",0.2243758370292,-0.0130169658386654,0.0193010191087262,-0.013010682776694
"219","SI","SL.UEM.TOTL.FE.NE.ZS",0.526574855084314,-0.0110334616948788,0.026525690331811,-0.0141306452071706
"220","EE","SL.UEM.TOTL.FE.NE.ZS",0.165743411182736,0.000162888670610607,-0.0104301849186237,0.0121199791131627
"221","HU","SL.UEM.TOTL.FE.NE.ZS",0.661479153712217,-0.00977676924826054,0.0145291567928783,-0.00384472476510436
"222","CO","SL.UEM.TOTL.FE.NE.ZS",0.790345224476106,0.000633244704123335,-0.000396619261684675,-0.000346718590758709
"223","AT","SL.UEM.TOTL.NE.ZS",0.163531849366847,-0.016577215294976,-0.000786347709942025,0.00783362163442313
"224","AU","SL.UEM.TOTL.NE.ZS",0.235319635306732,-0.0166880340563288,0.0279296249984423,-0.0138501852238219
"225","BE","SL.UEM.TOTL.NE.ZS",0.770541504701565,0.00132588308427034,-0.00280570697254607,NA
"226","CA","SL.UEM.TOTL.NE.ZS",0.72543455997468,-0.0054006783860402,0.00438148363559078,-6.61610388126142e-05
"227","CH","SL.UEM.TOTL.NE.ZS",0.553469481092456,-0.00432977162032956,0.00588207725565566,-0.00568631236715875
"228","DE","SL.UEM.TOTL.NE.ZS",0.721194177760822,-0.0130685558951805,0.0164382015263845,-0.00947421814241418
"229","DK","SL.UEM.TOTL.NE.ZS",0.391902961578746,0.000843425814692215,-0.0101813426798364,0.0122804110169928
"230","ES","SL.UEM.TOTL.NE.ZS",0.376030139650489,-0.00682562169721721,0.0102381426264683,-0.00394574792789594
"231","FI","SL.UEM.TOTL.NE.ZS",0.994785205111078,-2.21703490460396e-05,0.00019383505492065,NA
"232","FR","SL.UEM.TOTL.NE.ZS",0.880030184163662,-0.000559383101739338,0.000234238963265653,-0.00261279113365429
"233","GB","SL.UEM.TOTL.NE.ZS",0.586554114091839,-0.00332760559411437,0.0119904204869389,-0.00908145097810354
"234","GR","SL.UEM.TOTL.NE.ZS",0.27983421245536,-0.0084859587154911,0.0129349214986784,-0.00447070835285213
"235","IE","SL.UEM.TOTL.NE.ZS",0.423107914879554,-0.00268257841940566,0.000123999326684864,NA
"236","IT","SL.UEM.TOTL.NE.ZS",0.958662184606933,0.000660989402275054,-0.00250379790724756,0.000169810668022214
"237","JP","SL.UEM.TOTL.NE.ZS",0.867661523358276,-0.0468950079417111,0.0608512704802145,-0.0237980540362912
"238","LU","SL.UEM.TOTL.NE.ZS",0.00662438262194489,-0.00785287731190601,0.00423052015571325,-0.0238001314217102
"239","NL","SL.UEM.TOTL.NE.ZS",0.578540624184938,-0.00466181092048854,-0.00100922323529232,0.00375771378567311
"240","NO","SL.UEM.TOTL.NE.ZS",0.483946600937843,0.000889759319458702,-0.0161183672616815,0.0158393608430162
"241","PT","SL.UEM.TOTL.NE.ZS",0.338917559372845,-0.00957153430777848,0.00947356608024667,NA
"242","SE","SL.UEM.TOTL.NE.ZS",0.488510068132832,0.00332740525978487,-0.0147507452055705,0.0118373577789496
"243","TR","SL.UEM.TOTL.NE.ZS",0.0718475626693881,-0.0244537227787482,0.0252155716986161,NA
"244","US","SL.UEM.TOTL.NE.ZS",0.0379785345060662,-0.0159016536411566,0.0167840686459936,NA
"245","MX","SL.UEM.TOTL.NE.ZS",0.549084848841651,0.00164020791517936,-0.0018100823519197,NA
"246","CL","SL.UEM.TOTL.NE.ZS",6.7430093217708e-05,0.000745841779467401,0.00114787987681612,NA
"247","CZ","SL.UEM.TOTL.NE.ZS",0.0640158736261516,-0.0163947223678943,0.0232329194823328,NA
"248","IS","SL.UEM.TOTL.NE.ZS",0.0769891071190598,0.00490452139639772,-0.037025526779024,0.0125632206168167
"249","KR","SL.UEM.TOTL.NE.ZS",0.052966795006623,-0.0409964913444415,0.0330802080815114,-0.0573174410037086
"250","PL","SL.UEM.TOTL.NE.ZS",0.00525908093222068,-0.00952426145598302,-0.00122632422962684,0.00851801775229724
