"","country","name","pvalue","x.l1","x.l2","x.l3"
"251","CR","SL.UEM.TOTL.NE.ZS",0.483566910465607,-4.47012160077067e-05,8.56188743049345e-05,-0.00213308201554402
"252","IL","SL.UEM.TOTL.NE.ZS",0.444330442301169,0.000374188203615221,-0.0139439548646038,0.0102187706761431
"253","LV","SL.UEM.TOTL.NE.ZS",0.028347902343524,-0.0106924937288897,0.0111367911398163,0.00772495666896303
"254","SK","SL.UEM.TOTL.NE.ZS",0.0541981922441248,-0.0115527843002765,-0.000607317543030638,0.00327830172430331
"255","LT","SL.UEM.TOTL.NE.ZS",0.197107239765048,-0.00893663082390973,0.0131385026868054,-0.00798775893748649
"256","SI","SL.UEM.TOTL.NE.ZS",0.831765669235545,-0.0108332028937094,0.0187152195702194,-0.0119961290462494
"257","EE","SL.UEM.TOTL.NE.ZS",0.124133790889925,0.00139089632930364,-0.0114579007890183,0.0111853275903687
"258","HU","SL.UEM.TOTL.NE.ZS",0.43339843123905,-0.0128588981394235,0.0183294442328594,-0.00589624279339303
"259","CO","SL.UEM.TOTL.NE.ZS",0.818659972725429,0.000674519202383464,-0.000648441206770986,-0.000182055863465178
"260","AT","SP.DYN.LE00.FE.IN",0.695209405064848,0.0208158181613193,0.00776147367454245,-0.0271256373298897
"261","AU","SP.DYN.LE00.FE.IN",0.379364940186105,-0.0914224751174805,0.0878340719249527,NA
"262","BE","SP.DYN.LE00.FE.IN",0.0530529503142069,-0.0516588087140461,0.0490662613946223,0.00139515696885304
"263","CA","SP.DYN.LE00.FE.IN",0.01433325109674,-0.122839414588564,0.11798136083591,NA
"264","CH","SP.DYN.LE00.FE.IN",0.83419086568986,-0.0119022387625673,0.011406006902788,NA
"265","DE","SP.DYN.LE00.FE.IN",0.63884412406031,-0.0354925605277629,0.0359039611992296,NA
"266","DK","SP.DYN.LE00.FE.IN",0.860858573732572,0.0198772822402252,-0.020902506945238,NA
"267","ES","SP.DYN.LE00.FE.IN",0.156520780511501,-0.0329898353565542,0.0274143487725262,NA
"268","FI","SP.DYN.LE00.FE.IN",0.781610007276811,-0.014051657774281,0.00157715544628433,0.0101491761975265
"269","FR","SP.DYN.LE00.FE.IN",0.94056621554193,-0.000397905433548397,0.0173944661013469,-0.0174161778336651
"270","GB","SP.DYN.LE00.FE.IN",0.777493608004876,-0.0195588602710058,-0.000173857650934467,0.0177656271136289
"271","GR","SP.DYN.LE00.FE.IN",0.0991521684893523,-0.0361509492877203,0.0155381930132192,0.0122425934215839
"272","IE","SP.DYN.LE00.FE.IN",0.908132361019899,-0.0186367592528234,-0.00913409379346708,0.0254939746835104
"273","IT","SP.DYN.LE00.FE.IN",0.0185368505565508,-0.0578016951131885,0.0146892879112958,0.0389367463758994
"274","JP","SP.DYN.LE00.FE.IN",0.106228846915453,0.0714391419138428,-0.0542183521638415,-0.0292528705054001
"275","LU","SP.DYN.LE00.FE.IN",0.517417780469759,0.0266379039357841,0.00477392902806814,-0.0317610476491519
"276","NL","SP.DYN.LE00.FE.IN",0.440258422999769,-0.0251917847706081,0.061102950771572,-0.035835804294157
"277","NO","SP.DYN.LE00.FE.IN",0.700161962539262,0.00457833709286613,0.00346244022374409,-0.0123006570223859
"278","PT","SP.DYN.LE00.FE.IN",0.589536975338743,-0.0231154291882213,0.00377449975891047,0.0197983474568507
"279","SE","SP.DYN.LE00.FE.IN",0.45843521079136,0.0220311945329548,-0.0462773712469602,0.0206048394179902
"280","TR","SP.DYN.LE00.FE.IN",0.0541758757966788,2.26548260040708,-4.8997725020827,2.61727669551129
"281","US","SP.DYN.LE00.FE.IN",0.247470493437305,-0.0671444427516324,0.0712761396519047,-0.0050891270966602
"282","MX","SP.DYN.LE00.FE.IN",0.00225590512586561,-0.099651368359953,0.169401311147675,-0.0764896395309553
"283","CL","SP.DYN.LE00.FE.IN",3.53723651809279e-08,-0.0840054432931421,0.101854786347132,-0.0329161633353694
"284","CZ","SP.DYN.LE00.FE.IN",0.202550399295487,-0.0651987104010133,0.0164958592996634,0.0462118668284122
"285","IS","SP.DYN.LE00.FE.IN",0.0493937439385658,-0.0623078955466677,0.0606774443898203,-0.0110211652391845
"286","KR","SP.DYN.LE00.FE.IN",0.259346564402266,0.160340270810527,-0.31145556428093,0.148151343867818
"287","PL","SP.DYN.LE00.FE.IN",0.965973571528354,-0.00120161986576625,0.0126179441007045,-0.00987702930820398
"288","CR","SP.DYN.LE00.FE.IN",0.00390817451486542,-0.117379110348723,0.266342105594505,-0.15189606230473
"289","IL","SP.DYN.LE00.FE.IN",0.0491779334975509,-0.0434873798858616,-0.00658960525182434,0.0497147075303111
"290","LV","SP.DYN.LE00.FE.IN",0.609954401623179,-0.0208493611136579,0.0337138630416578,-0.0139416835345989
"291","SK","SP.DYN.LE00.FE.IN",0.0839088394468547,-0.0624323977881216,-0.00626788765098763,0.0714345640641797
"292","LT","SP.DYN.LE00.FE.IN",0.856789839747625,0.00222731468216063,-0.0150071513254939,0.0134070464885188
"293","SI","SP.DYN.LE00.FE.IN",0.928228886376943,-0.00282850344181381,-0.0127367878338066,0.0163765757463381
"294","EE","SP.DYN.LE00.FE.IN",0.482652253961552,-0.00502468132961042,-0.0204969175623644,0.021891261532253
"295","HU","SP.DYN.LE00.FE.IN",0.221161998038501,-0.0261034059255932,0.0484930856507847,-0.0291294922918014
"296","CO","SP.DYN.LE00.FE.IN",0.000446199253149623,-0.283036603519473,0.468876842687134,-0.20093831494571
"297","AT","SP.DYN.LE00.IN",0.528313501151558,0.0226419122696059,0.0143528962287436,-0.0355194015842305
"298","AU","SP.DYN.LE00.IN",0.516766820701955,-0.116303056196634,0.125267108480863,-0.01303097109892
"299","BE","SP.DYN.LE00.IN",0.127171780113667,-0.0450187382174408,0.0523194063107965,-0.0077648532612367
"300","CA","SP.DYN.LE00.IN",0.000613924111199427,-0.153900648780499,0.294507616443675,-0.141352966619674
"301","CH","SP.DYN.LE00.IN",0.59430720609903,-0.0214889061448565,0.021210691800356,NA
"302","DE","SP.DYN.LE00.IN",0.798173290549574,-0.0250250798787644,0.052189972623711,-0.0274973634978072
"303","DK","SP.DYN.LE00.IN",0.991767062384697,-0.00497130680191496,0.00526440877619085,NA
"304","ES","SP.DYN.LE00.IN",0.195372968781158,-0.0269731229265911,0.0370297360559342,-0.014729260289536
"305","FI","SP.DYN.LE00.IN",0.677738451530997,-0.0163304667802252,0.0149500090651679,NA
"306","FR","SP.DYN.LE00.IN",0.970601686665672,-0.00859917514738953,0.00850731848902469,NA
"307","GB","SP.DYN.LE00.IN",0.553450252313855,-0.0256859959613106,0.0243494603034733,NA
"308","GR","SP.DYN.LE00.IN",0.192964649335782,-0.023977241206147,0.0144563571644049,0.00140317230625741
"309","IE","SP.DYN.LE00.IN",0.834370095313744,0.00714516817055322,-0.0630390504075754,0.0553068406756863
"310","IT","SP.DYN.LE00.IN",0.0168703770143453,-0.0618592415548979,0.0175024859175392,0.0415102195177216
"311","JP","SP.DYN.LE00.IN",0.0728658484232881,0.072122732703081,-0.0802589683317034,-0.00718892070599143
"312","LU","SP.DYN.LE00.IN",0.519975037489766,0.0214757639191528,0.0205565104587601,-0.0428441518741067
"313","NL","SP.DYN.LE00.IN",0.710162344188701,-0.0255975229354487,0.0449383283480317,-0.0191196255766954
"314","NO","SP.DYN.LE00.IN",0.734216169851557,-0.0169215951075091,0.00909410962261442,0.00520637713562885
"315","PT","SP.DYN.LE00.IN",0.578503196444595,-0.0178876640606245,0.0197203313953922,NA
"316","SE","SP.DYN.LE00.IN",0.504067066681088,0.0125033718447288,-0.0543950353801136,0.0392956956194022
"317","TR","SP.DYN.LE00.IN",0.162463544784805,0.39000447942179,-1.44882498378602,1.03778670146825
"318","US","SP.DYN.LE00.IN",0.214283275773645,-0.067172571429756,0.0497428630917654,0.0160277456174871
"319","MX","SP.DYN.LE00.IN",0.00566423914828493,-0.111660771753544,0.196599270543218,-0.0916963608058273
"320","CL","SP.DYN.LE00.IN",8.0873705062175e-11,-0.300965249433276,0.427301237628893,-0.149173670641926
"321","CZ","SP.DYN.LE00.IN",0.132758161431779,-0.0744921533077,0.041370204332897,0.0311708695389415
"322","IS","SP.DYN.LE00.IN",0.272871375618241,-0.0504086798171846,0.0239310058174342,0.0181909335388646
"323","KR","SP.DYN.LE00.IN",0.183139012921406,0.188407471600586,-0.316147670610559,0.126673688906919
"324","PL","SP.DYN.LE00.IN",0.955100581268469,-0.00231399423561195,0.00384309557052147,0.00210962456797981
"325","CR","SP.DYN.LE00.IN",0.000795688327256186,0.00308243315998304,0.0494687079722993,-0.0543221361670908
"326","IL","SP.DYN.LE00.IN",0.00390376556373726,-0.0881856165598883,0.0047578723009328,0.0821100587505828
"327","LV","SP.DYN.LE00.IN",0.936348709597517,-0.00635632936570376,0.0138530305099601,-0.0062494724529941
"328","SK","SP.DYN.LE00.IN",0.03456559569614,-0.0762120553977537,0.0096597307255621,0.0741881499380629
"329","LT","SP.DYN.LE00.IN",0.730661892007287,0.00864316761798451,-0.0189371787126107,0.0135898134432196
"330","SI","SP.DYN.LE00.IN",0.650710664227885,-0.00983945349922295,-0.0173105350886478,0.0285297359118174
"331","EE","SP.DYN.LE00.IN",0.630906040289929,0.0109326057064526,-0.013172772949514,NA
"332","HU","SP.DYN.LE00.IN",0.27512085827566,-0.0210959169575073,0.0575980687185857,-0.0368182502374216
"333","CO","SP.DYN.LE00.IN",0.0019056227633937,-0.015996568188732,0.0101965476174209,NA
